2024-12-21 23:20:58.754 ,,TRSY1,1000000,
2024-12-21 23:20:58.754 ,,TRSY1,1000000,TRSY2,-2000000,
2024-12-21 23:20:58.754 ,,TRSY1,1000000,TRSY2,-2000000,TRSY3,3000000,
2024-12-21 23:20:58.754 ,,TRSY1,-3000000,TRSY2,-2000000,TRSY3,3000000,
2024-12-21 23:20:58.754 ,,TRSY1,-3000000,TRSY2,3000000,TRSY3,3000000,
2024-12-21 23:20:58.754 ,,TRSY1,-3000000,TRSY2,3000000,TRSY3,2000000,
2024-12-21 23:20:58.754 ,,TRSY1,-1000000,TRSY2,3000000,TRSY3,2000000,
2024-12-21 23:20:58.754 ,,TRSY1,-1000000,TRSY2,0,TRSY3,2000000,
2024-12-21 23:20:58.754 ,,TRSY1,-1000000,TRSY2,0,TRSY3,6000000,
2024-12-21 23:20:58.754 ,,TRSY1,-6000000,TRSY2,0,TRSY3,6000000,
2024-12-21 23:20:58.754 ,,TRSY1,-5000000,TRSY2,0,TRSY3,6000000,
2024-12-21 23:20:58.754 ,,TRSY1,-5000000,TRSY2,-2000000,TRSY3,6000000,
2024-12-21 23:20:58.754 ,,TRSY1,-5000000,TRSY2,-2000000,TRSY3,9000000,
2024-12-21 23:20:58.754 ,,TRSY1,-9000000,TRSY2,-2000000,TRSY3,9000000,
2024-12-21 23:20:58.754 ,,TRSY1,-9000000,TRSY2,3000000,TRSY3,9000000,
2024-12-21 23:20:58.754 ,,TRSY1,-9000000,TRSY2,3000000,TRSY3,8000000,
2024-12-21 23:20:58.754 ,,TRSY1,-7000000,TRSY2,3000000,TRSY3,8000000,
2024-12-21 23:20:58.754 ,,TRSY1,-7000000,TRSY2,0,TRSY3,8000000,
2024-12-21 23:20:58.754 ,,TRSY1,-7000000,TRSY2,0,TRSY3,12000000,
2024-12-21 23:20:58.754 ,,TRSY1,-12000000,TRSY2,0,TRSY3,12000000,
2024-12-21 23:20:58.754 ,,TRSY1,-11000000,TRSY2,0,TRSY3,12000000,
